,administrative,administrative_duration,informational,informational_duration,productrelated,productrelated_duration,bouncerates,exitrates,pagevalues,specialday,month,operatingsystems,browser,region,traffictype,visitortype,weekend,revenue
5965,6,177.6,0,0.0,17,284.7833333,0.009090909,0.022727273,31.99181419,0.0,Oct,Ubuntu,Safari,Central,Organic,Returning_Visitor,False,True
5966,4,103.8,0,0.0,14,314.2933333,0.0,0.013333333,79.44353446,0.0,Jul,Windows,Chrome,South-East,Organic,New_Visitor,False,True
5982,2,9.0,0,0.0,38,1147.696667,0.0,0.027642276,3.673829068,0.0,June,Windows,Chrome,Western,Direct,Returning_Visitor,False,True
5984,0,0.0,0,0.0,18,587.7333333,0.0,0.022222222,32.52380772,0.0,Nov,Windows,Chrome,Southern,Email marketing,Returning_Visitor,True,True
5986,3,29.2,0,0.0,17,652.5666667,0.022222222,0.033333333,24.12558571,0.0,June,Mac OS,Safari,North-West,Referral,Returning_Visitor,False,True
5988,4,26.0,0,0.0,12,704.95,0.0,0.011764706,0.0,0.0,Oct,Windows,Mozilla,Eastern,Organic,Returning_Visitor,False,True
5990,9,399.8,5,923.9,115,7243.649316,0.003225806,0.018928571,3.585439826,0.0,Aug,Windows,Chrome,South-West,Email marketing,Returning_Visitor,False,True
5994,4,108.5333333,0,0.0,23,411.4666667,0.051851852,0.072469136,31.91414045,0.0,Sep,Mac OS,Safari,Eastern,Organic,Returning_Visitor,False,True
5998,13,408.6,0,0.0,21,589.4214286,0.004444444,0.014814815,18.09857173,0.0,Aug,Windows,Chrome,South-West,Organic,Returning_Visitor,False,True
6002,2,91.6,2,678.0,66,2101.305092,0.0,0.010049751,48.04390582,0.0,Oct,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
6004,3,67.4,2,16.2,8,281.1,0.0,0.041666667,15.82044157,0.0,Nov,Linux,Chrome,Central,Others,Returning_Visitor,False,True
6009,4,206.25,0,0.0,16,572.65,0.0,0.011111111,10.17711218,0.0,Sep,Linux,Chrome,Central,Email marketing,Returning_Visitor,True,True
6014,6,47.3,0,0.0,14,858.2,0.0,0.010526316,0.0,0.0,Oct,Ubuntu,Safari,Eastern,Others,New_Visitor,False,True
6025,6,100.1,0,0.0,4,60.4,0.0,0.022222222,0.0,0.0,Sep,Windows,Mozilla,Southern,Organic,New_Visitor,False,True
6027,0,0.0,0,0.0,17,639.7566667,0.0,0.011764706,63.45892077,0.0,Oct,Windows,Chrome,Eastern,Email marketing,New_Visitor,False,True
6040,3,26.0,0,0.0,20,384.8,0.0,0.027272727,0.0,0.0,Jul,Windows,Mozilla,Central,Email marketing,Returning_Visitor,False,True
6043,0,0.0,0,0.0,43,1606.45,0.0,0.004761905,18.51505467,0.0,June,Ubuntu,Safari,Central,Organic,New_Visitor,False,True
6051,5,211.05,0,0.0,75,3275.113333,0.0,0.009824561,29.61151281,0.0,Aug,Ubuntu,Safari,Central,Referral,Returning_Visitor,False,True
6060,6,134.36,0,0.0,22,568.9683333,0.017391304,0.021614907,12.39204312,0.0,Sep,Mac OS,Chrome,North-West,Organic,Returning_Visitor,True,True
6073,0,0.0,0,0.0,6,102.2,0.0,0.0,40.27815244,0.0,Oct,Windows,Chrome,Northern,Others,Returning_Visitor,False,True
6077,0,0.0,0,0.0,66,1216.352121,0.0,0.0,62.853261,0.0,Sep,Windows,Chrome,Western,Organic,New_Visitor,False,True
6078,4,99.33333333,1,103.8,40,2011.966667,0.018181818,0.023484848,9.869649371,0.0,Oct,Windows,Chrome,Central,Others,Returning_Visitor,False,True
6079,2,17.2,0,0.0,0,0.0,0.0,0.05,0.0,0.0,Sep,Windows,Chrome,Northern,Paid Search,New_Visitor,True,True
6085,3,67.2,0,0.0,46,987.1190476,0.004081633,0.012244898,22.25592956,0.0,Sep,Windows,Chrome,South-West,Email marketing,Returning_Visitor,False,True
6091,0,0.0,0,0.0,6,111.6,0.0,0.016666667,24.9184548,0.0,Oct,Mac OS,Chrome,Eastern,Organic,Returning_Visitor,True,True
6092,6,186.6666667,2,100.8,11,347.4,0.0,0.015,0.0,0.0,Aug,Linux,Chrome,Western,Others,Returning_Visitor,False,True
6110,0,0.0,2,101.7,42,1892.198319,0.0,0.004545455,153.5776975,0.0,Aug,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
6117,5,32.6,0,0.0,70,939.7833333,0.0,0.002702703,0.0,0.0,Aug,Windows,Mozilla,Central,Others,New_Visitor,True,True
6133,7,54.84285714,7,475.2,20,393.4095238,0.027380952,0.033928571,0.0,0.0,Jul,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
6141,0,0.0,0,0.0,8,846.2,0.0,0.025,33.22292729,0.0,Jul,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
6157,5,44.01666667,0,0.0,4,162.5333333,0.0,0.0,39.27673964,0.0,Aug,Ubuntu,Chrome,Central,Organic,Returning_Visitor,False,True
6159,8,116.9607143,4,225.3666667,42,539.227381,0.015510204,0.011281179,0.0,0.0,Jul,Mac OS,Safari,Central,Email marketing,Returning_Visitor,False,True
6163,1,14.2,0,0.0,22,839.568189,0.0,0.000952381,60.58437066,0.0,Nov,Linux,Chrome,Eastern,Organic,New_Visitor,True,True
6166,6,60.36666667,3,189.3,12,304.7,0.0,0.038596491,2.848312236,0.0,June,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
6176,3,89.25,0,0.0,8,67.85,0.018181818,0.033333333,0.0,0.0,June,Windows,Chrome,South-West,Direct,Returning_Visitor,False,True
6180,0,0.0,0,0.0,153,4565.930621,0.00130719,0.006432173,6.189215434,0.0,Aug,Windows,Chrome,Western,Direct,Returning_Visitor,True,True
6192,4,30.3,0,0.0,7,493.4,0.0,0.016666667,0.0,0.0,Oct,Windows,Opera,Central,Organic,New_Visitor,False,True
6193,0,0.0,0,0.0,34,538.48,0.0,0.005882353,5.860439769,0.0,Sep,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
6203,1,0.0,1,66.4,14,668.3166667,0.014285714,0.028571429,44.89345937,0.0,Oct,Ubuntu,Chrome,Central,Others,Returning_Visitor,True,True
6205,7,105.4666667,0,0.0,44,778.9666667,0.0,0.004166667,37.92414395,0.0,Aug,Windows,Chrome,North-West,Organic,New_Visitor,False,True
6208,5,140.6,0,0.0,81,2408.312828,0.002554278,0.007459475,23.07581495,0.0,Oct,Windows,Mozilla,Central,Organic,Returning_Visitor,False,True
6211,0,0.0,0,0.0,27,458.2560317,0.007407407,0.022222222,38.12368584,0.0,June,Mac OS,Safari,Northern,Organic,Returning_Visitor,False,True
6216,0,0.0,0,0.0,10,158.3666667,0.0,0.0,54.9950922,0.0,Jul,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
6222,5,87.8,0,0.0,38,842.4235931,0.0,0.011382114,52.28594057,0.0,Oct,Mac OS,Safari,Central,Organic,Returning_Visitor,True,True
6231,1,22.2,0,0.0,16,694.4549784,0.0,0.001470588,54.91911804,0.0,Sep,Windows,Chrome,Southern,Organic,New_Visitor,False,True
6238,6,322.35,0,0.0,33,1845.394615,0.0,0.009714286,39.42556512,0.0,Jul,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
6239,1,52.4,0,0.0,13,447.2,0.0,0.007692308,42.30391708,0.0,Aug,Mac OS,Safari,Central,Others,Returning_Visitor,True,True
6241,16,254.253245,3,223.15,221,6606.726779,0.005533063,0.016561375,4.083948025,0.0,Oct,Ubuntu,Safari,Western,Direct,Returning_Visitor,False,True
6242,4,169.2,0,0.0,14,315.4666667,0.0,0.011111111,34.75023292,0.0,Jul,Windows,Chrome,Central,Organic,Returning_Visitor,True,True
6243,3,86.95,6,173.2,17,481.31,0.0,0.0,27.69500776,0.0,Nov,Windows,Chrome,North-East,Others,New_Visitor,False,True
6245,2,15.0,0,0.0,11,223.4666667,0.0,0.028571429,0.0,0.0,Sep,Windows,Chrome,Eastern,Paid Search,New_Visitor,True,True
6247,2,298.2,0,0.0,48,1850.116667,0.004081633,0.004421769,7.56292207,0.0,Nov,Mac OS,Safari,Northern,Organic,Returning_Visitor,True,True
6249,1,29.2,1,322.4,10,126.9333333,0.014285714,0.036904762,13.59420027,0.0,Sep,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
6257,1,26.2,0,0.0,13,245.1666667,0.0,0.0,58.9241766,0.0,Aug,Windows,Opera,Eastern,Email marketing,New_Visitor,False,True
6269,1,39.2,0,0.0,26,1210.917778,0.014814815,0.014814815,2.480024644,0.0,Nov,Ubuntu,Chrome,Central,Direct,Returning_Visitor,False,True
6270,6,333.54,0,0.0,12,568.1,0.0,0.0125,19.63031016,0.0,Nov,Windows,Mozilla,South-East,Organic,New_Visitor,False,True
6271,12,569.825,0,0.0,127,6065.016218,0.006716418,0.009265038,0.152167439,0.0,Aug,Mac OS,Safari,Northern,Email marketing,Returning_Visitor,False,True
6276,2,28.2,0,0.0,7,212.5,0.0,0.007407407,94.01683315,0.0,Nov,Windows,Chrome,Eastern,Organic,New_Visitor,True,True
6282,0,0.0,1,0.0,45,1165.84,0.0,0.034042553,7.198820003,0.0,Oct,Windows,Chrome,South-East,Direct,Returning_Visitor,False,True
6290,1,29.2,0,0.0,0,0.0,0.0,0.066666667,0.0,0.0,Nov,Mac OS,Safari,Western,Organic,Returning_Visitor,True,True
6292,2,27.46666667,3,245.8,28,524.06,0.02,0.054666667,20.42600013,0.0,Oct,Windows,Chrome,Southern,Direct,Returning_Visitor,False,True
6293,5,419.0,0,0.0,14,362.1029825,0.022916667,0.021979167,3.164088313,0.0,Jul,Linux,Chrome,Eastern,Organic,Returning_Visitor,True,True
6302,0,0.0,1,297.2,8,320.2666667,0.0,0.044444444,17.79528223,0.0,Oct,Windows,Chrome,Central,Others,Returning_Visitor,False,True
6306,7,142.35,0,0.0,73,3566.992857,0.0,0.003947368,23.15073799,0.0,Oct,Windows,Opera,Eastern,Others,New_Visitor,False,True
6307,0,0.0,0,0.0,10,349.1111111,0.02,0.02,88.39170518,0.0,Oct,Linux,Chrome,Central,Others,Returning_Visitor,True,True
6309,3,55.33333333,0,0.0,4,420.0,0.0125,0.0625,0.0,0.0,Aug,Mac OS,Safari,Western,Referral,Returning_Visitor,False,True
6310,9,103.9333333,0,0.0,16,172.1333333,0.012,0.049,0.0,0.0,Oct,Mac OS,Safari,Central,Organic,Returning_Visitor,False,True
6312,0,0.0,0,0.0,31,641.6558915,0.0,0.005376344,60.04472938,0.0,Sep,Mac OS,Safari,Western,Organic,New_Visitor,False,True
6313,4,82.46666667,0,0.0,10,153.9,0.016666667,0.016666667,0.0,0.0,Jul,Linux,Chrome,North-West,Email marketing,Returning_Visitor,False,True
6317,1,21.2,0,0.0,24,1123.246667,0.0,0.017391304,30.04921703,0.0,Sep,Windows,Chrome,Eastern,Organic,Returning_Visitor,False,True
6318,2,69.0,0,0.0,51,2103.628837,0.0,0.015384615,40.659727,0.0,Sep,Windows,Chrome,Western,Social networks,Returning_Visitor,False,True
6329,2,42.4,0,0.0,5,163.2,0.0,0.028571429,20.71678117,0.0,Aug,Windows,Yandex,Eastern,Referral,Returning_Visitor,False,True
6331,1,7.0,2,15.0,17,2269.9,0.0,0.019047619,0.0,0.0,Jul,Windows,Chrome,Eastern,Email marketing,Returning_Visitor,False,True
6332,7,99.8,5,466.4,28,839.7333333,0.001754386,0.009231412,0.0,0.0,Nov,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
6337,3,84.5,0,0.0,346,12541.77628,0.001709402,0.006473478,5.177106841,0.0,Aug,Windows,Chrome,Eastern,Direct,Returning_Visitor,True,True
6338,0,0.0,0,0.0,80,1566.333333,0.005,0.027916667,0.720181023,0.0,Sep,Windows,Chrome,North-West,Direct,Returning_Visitor,False,True
6360,3,98.6,0,0.0,7,131.8,0.0,0.02,88.84365062,0.0,Oct,Windows,Chrome,Southern,Organic,Returning_Visitor,False,True
6361,3,29.44,1,0.0,4,15.24,0.0,0.039583333,0.0,0.0,Sep,Windows,Chrome,South-West,Organic,Returning_Visitor,False,True
6362,6,158.6704505,1,430.2,146,5602.006712,0.002671513,0.00935218,6.711290592,0.0,Nov,Windows,Yandex,Southern,Organic,Returning_Visitor,False,True
6371,8,315.845679,4,382.4,31,1314.112346,0.014285714,0.013518007,37.53469014,0.0,Oct,Mac OS,Safari,Central,Email marketing,Returning_Visitor,False,True
6374,4,19.8,0,0.0,2,10.0,0.0125,0.034166667,0.0,0.0,Sep,Mac OS,Safari,North-West,Others,New_Visitor,True,True
6387,3,66.33333333,0,0.0,12,368.68,0.04,0.084444444,21.24191985,0.0,Nov,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
6391,0,0.0,0,0.0,4,72.0,0.0,0.0,35.34967016,0.0,Sep,Linux,Chrome,Eastern,Organic,Returning_Visitor,True,True
6398,0,0.0,0,0.0,32,905.1,0.0,0.0,83.80837784,0.0,Oct,Windows,Chrome,North-West,Organic,New_Visitor,False,True
6403,3,184.7333333,0,0.0,106,4590.381905,0.001851852,0.00287037,3.96093872,0.0,Aug,Windows,Chrome,North-East,Organic,Returning_Visitor,False,True
6406,2,49.4,0,0.0,45,1526.14119,0.0,0.004444444,117.6165932,0.0,Sep,Windows,Chrome,Eastern,Organic,Returning_Visitor,True,True
6409,0,0.0,0,0.0,7,211.6333333,0.0,0.0,28.80119616,0.0,Aug,Mac OS,Safari,Central,Others,New_Visitor,False,True
6411,6,432.2,0,0.0,30,363.677619,0.003030303,0.014018978,12.1958841,0.0,Oct,Mac OS,Safari,Eastern,Organic,Returning_Visitor,False,True
6418,3,113.1,0,0.0,17,237.6066667,0.0,0.033333333,94.10360412,0.0,Oct,Mac OS,Safari,Northern,Email marketing,Returning_Visitor,False,True
6422,7,136.5,1,42.4,120,7604.397831,0.015762274,0.030675226,3.996742423,0.0,Jul,Windows,Chrome,Northern,Direct,Returning_Visitor,True,True
6431,0,0.0,0,0.0,17,557.4,0.0,0.011111111,83.93274289,0.0,Sep,Windows,Chrome,Northern,Organic,New_Visitor,True,True
6433,1,0.0,0,0.0,11,113.8,0.083333333,0.116666667,0.0,0.0,Nov,Windows,Mozilla,Central,Referral,Returning_Visitor,False,True
6440,0,0.0,0,0.0,2,30.4,0.0,0.066666667,21.47899475,0.0,Oct,Mac OS,WebView,North-West,Others,Returning_Visitor,True,True
6441,0,0.0,0,0.0,6,339.5,0.0,0.016666667,124.9045858,0.0,Nov,Windows,Edge,North-East,Others,New_Visitor,False,True
6449,0,0.0,0,0.0,4,236.8,0.0,0.05,36.26141924,0.0,Oct,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
6452,6,206.03,0,0.0,129,3778.345,0.010687023,0.024611656,2.169469761,0.0,Oct,Windows,Chrome,Central,Referral,Returning_Visitor,False,True
6461,0,0.0,0,0.0,2,48.4,0.0,0.0,34.03997536,0.0,Sep,Windows,Chrome,Western,Direct,Returning_Visitor,False,True
6467,9,236.8,0,0.0,240,5523.926505,0.0,0.001197045,20.62387076,0.0,Oct,Windows,Opera,Western,Others,Returning_Visitor,False,True
6469,3,23.0,0,0.0,3,1225.2,0.0,0.04,10.99901844,0.0,Sep,Windows,Chrome,Central,Direct,Returning_Visitor,True,True
6476,7,125.4533333,1,44.4,54,2240.996667,0.027118644,0.043050847,21.74067473,0.0,Jul,Windows,Chrome,North-West,Direct,Returning_Visitor,False,True
6477,3,319.4,1,251.8,53,2525.307766,0.0,0.010606061,52.97841866,0.0,Jul,Windows,Chrome,North-East,Email marketing,Returning_Visitor,False,True
6494,2,58.4,0,0.0,54,3708.392857,0.002631579,0.020467836,11.7031641,0.0,Sep,Ubuntu,Chrome,North-East,Social networks,Returning_Visitor,False,True
6501,0,0.0,0,0.0,6,252.3,0.0,0.0,22.15399132,0.0,Nov,Mac OS,Safari,Southern,Referral,Returning_Visitor,False,True
6505,0,0.0,0,0.0,16,2214.666667,0.0,0.003921569,92.9041786,0.0,Oct,Windows,Chrome,Central,Organic,New_Visitor,False,True
6521,2,84.6,0,0.0,43,674.5333333,0.0,0.005319149,45.63345378,0.0,Oct,Windows,Chrome,Central,Organic,New_Visitor,False,True
6523,0,0.0,0,0.0,22,1076.65,0.023809524,0.036507937,10.7869918,0.0,Aug,Windows,Chrome,Northern,Direct,Returning_Visitor,False,True
6539,1,23.2,0,0.0,0,0.0,0.0,0.033333333,0.0,0.0,Oct,Windows,Chrome,North-West,Referral,Returning_Visitor,False,True
6541,0,0.0,0,0.0,51,507.5,0.007843137,0.011671335,12.01221257,0.0,Oct,Linux,Chrome,Central,Direct,Returning_Visitor,True,True
6545,5,415.55,0,0.0,115,4424.621667,0.004273504,0.023036223,13.29131586,0.0,Aug,Windows,Mozilla,Western,Direct,Returning_Visitor,True,True
6547,1,59.4,0,0.0,73,891.568795,0.0,0.0,258.5498732,0.0,Sep,Windows,Chrome,Eastern,Organic,New_Visitor,False,True
6561,1,169.2,0,0.0,24,1433.163333,0.008333333,0.006944444,0.0,0.0,Aug,Linux,Chrome,Eastern,Email marketing,Returning_Visitor,True,True
6563,1,22.2,0,0.0,9,348.54,0.0,0.005194805,16.1722885,0.0,Nov,Windows,Chrome,Eastern,Referral,Returning_Visitor,False,True
6568,14,260.7361111,3,186.5,51,2921.902778,0.013661202,0.02989071,8.339171985,0.0,Nov,Ubuntu,Chrome,Southern,Direct,Returning_Visitor,True,True
6578,0,0.0,0,0.0,23,297.3,0.013636364,0.037207792,10.95661974,0.0,Sep,Windows,Chrome,Eastern,Direct,Returning_Visitor,False,True
6583,6,189.8,0,0.0,9,208.8333333,0.0,0.015384615,70.31635146,0.0,Nov,Windows,Chrome,Eastern,Organic,New_Visitor,False,True
6587,1,3.0,0,0.0,9,133.3666667,0.054545455,0.042424242,4.760328465,0.0,Jul,Linux,Chrome,Western,Direct,Returning_Visitor,False,True
6597,1,0.0,0,0.0,9,336.8833333,0.0,0.04,30.21969637,0.0,Sep,Mac OS,Chrome,North-West,Email marketing,Returning_Visitor,False,True
6613,16,314.505,0,0.0,37,1048.663333,0.0,0.008695652,87.25396293,0.0,Nov,Mac OS,Safari,Eastern,Organic,New_Visitor,False,True
6614,0,0.0,0,0.0,55,1023.506667,0.0,0.009090909,45.71146255,0.0,Aug,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
6615,0,0.0,0,0.0,5,44.8,0.0,0.033333333,50.36347405,0.0,Jul,Ubuntu,Safari,Eastern,Direct,Returning_Visitor,False,True
6616,0,0.0,2,17.2,93,5496.25,0.003191489,0.014078014,0.139200623,0.0,Jul,Windows,Chrome,Central,Direct,Returning_Visitor,False,True
6617,0,0.0,0,0.0,20,526.8,0.0,0.010526316,104.2012273,0.0,Sep,Windows,Chrome,Central,Organic,Returning_Visitor,False,True
6619,10,515.6133333,3,85.14,50,1558.62,0.003636364,0.011878788,12.12586885,0.0,Aug,Linux,Chrome,Western,Email marketing,Returning_Visitor,True,True
6626,0,0.0,0,0.0,16,566.4866667,0.0,0.039365079,18.30205576,0.0,Sep,Linux,Chrome,Northern,Direct,Returning_Visitor,False,True
6641,5,161.1076923,5,108.3,44,2982.063248,0.016352201,0.037389344,5.721365099,0.0,Nov,Mac OS,Safari,Western,Direct,Returning_Visitor,False,True
6645,4,1660.3,0,0.0,2,45.7,0.0,0.016666667,113.9293434,0.0,Sep,Windows,Yandex,Central,Organic,Returning_Visitor,False,True
6646,2,36.2,0,0.0,22,1805.083333,0.0,0.008695652,3.586636448,0.0,Sep,Windows,Chrome,Central,Organic,Returning_Visitor,True,True
6650,1,20.2,0,0.0,77,3107.173333,0.002597403,0.017041847,18.74860165,0.0,Sep,Windows,Chrome,Southern,Direct,Returning_Visitor,False,True
6658,2,73.95833333,0,0.0,17,864.9983333,0.025,0.0375,27.83116147,0.0,Sep,Linux,Chrome,Western,Direct,Returning_Visitor,False,True
6663,4,94.86666667,0,0.0,22,812.1357143,0.008333333,0.042708333,18.08644865,0.0,Jul,Linux,Chrome,Northern,Email marketing,Returning_Visitor,False,True
6666,7,327.2357143,4,260.0,42,443.4990476,0.0,0.022666667,18.50321705,0.0,Jul,Windows,Mozilla,North-West,Direct,Returning_Visitor,False,True
6667,2,16.2,0,0.0,4,60.6,0.025,0.075,0.0,0.0,Sep,Windows,Mozilla,Central,Referral,Returning_Visitor,False,True
6672,3,54.8,1,28.2,24,203.0677778,0.0,0.008,44.35972562,0.0,June,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
6679,1,0.0,0,0.0,3,58.6,0.0,0.05,113.3238614,0.0,Oct,Windows,Chrome,North-East,Organic,Returning_Visitor,True,True
6683,1,8.0,0,0.0,22,699.2671429,0.028571429,0.037698413,10.79250883,0.0,Jul,Linux,Chrome,Central,Direct,Returning_Visitor,False,True
6692,1,5.0,0,0.0,6,119.6,0.0,0.014285714,0.0,0.0,Jul,Windows,Chrome,Central,Organic,New_Visitor,False,True
6694,2,35.3,0,0.0,2,20.1,0.0,0.0,40.27815244,0.0,Sep,Windows,Chrome,Central,Paid Search,New_Visitor,False,True
6699,2,137.0,0,0.0,6,185.4,0.0,0.028571429,44.89345937,0.0,Oct,Windows,Chrome,Southern,Email marketing,Returning_Visitor,False,True
6700,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Oct,Windows,Opera,Central,Others,Returning_Visitor,False,True
6707,4,391.3,0,0.0,24,1015.3,0.0,0.004166667,61.91792063,0.0,Aug,Windows,Chrome,Eastern,Organic,New_Visitor,False,True
6711,4,176.9133333,1,40.8,72,1548.194444,0.0,0.007887882,1.891943485,0.0,Aug,Windows,Mozilla,Eastern,Others,Returning_Visitor,False,True
6720,0,0.0,0,0.0,17,601.0333333,0.062745098,0.092156863,18.87145759,0.0,Aug,Linux,Chrome,Eastern,Direct,Returning_Visitor,False,True
6728,0,0.0,2,594.1333333,39,922.4006061,0.0,0.001709402,154.0955389,0.0,Sep,Linux,Chrome,Central,Organic,New_Visitor,False,True
6736,1,24.2,0,0.0,18,1014.2,0.0,0.02,22.9772856,0.0,Nov,Windows,Chrome,Northern,Social networks,Returning_Visitor,False,True
6738,0,0.0,0,0.0,53,1121.433333,0.007843137,0.019607843,24.57349606,0.0,Jul,Windows,Mozilla,North-East,Direct,Returning_Visitor,False,True
6745,0,0.0,5,194.4,8,197.9,0.036363636,0.054545455,0.0,0.0,Aug,Mac OS,Safari,Eastern,Email marketing,Returning_Visitor,False,True
6751,1,92.6,0,0.0,30,1126.392821,0.0,0.006666667,67.18378365,0.0,Nov,Windows,Chrome,Central,Paid Search,Returning_Visitor,False,True
6753,3,55.05,0,0.0,18,4916.583333,0.013636364,0.018636364,20.08902391,0.0,Nov,Windows,Edge,South-East,Direct,Returning_Visitor,False,True
6760,5,53.3,0,0.0,4,102.2,0.0,0.025,31.44363136,0.0,Oct,Windows,Chrome,North-West,Organic,Returning_Visitor,False,True
6767,3,42.2,0,0.0,18,721.8,0.01,0.02,0.0,0.0,Oct,Linux,Chrome,Central,Direct,Returning_Visitor,False,True
6768,0,0.0,0,0.0,9,372.6,0.0,0.022222222,55.89978907,0.0,Jul,Windows,Chrome,Central,Email marketing,Returning_Visitor,False,True
6783,0,0.0,0,0.0,5,280.2,0.0,0.033333333,19.50605707,0.0,Aug,Mac OS,Safari,Western,Organic,New_Visitor,False,True
6790,1,28.2,0,0.0,18,536.0857143,0.0,0.011111111,75.62994948,0.0,Aug,Windows,Chrome,Western,Email marketing,New_Visitor,False,True
6793,10,215.244507,2,245.1714286,101,3558.576942,0.008636364,0.012040588,30.87227217,0.0,Sep,Linux,Chrome,Central,Organic,Returning_Visitor,True,True
6799,3,213.0,0,0.0,2,338.0,0.0,0.0,112.4141272,0.0,Oct,Mac OS,Safari,Central,Others,Returning_Visitor,False,True
6806,1,46.4,0,0.0,2,689.1,0.0,0.016666667,0.0,0.0,Aug,Mac OS,Safari,Central,Others,New_Visitor,False,True
6807,1,18.2,0,0.0,44,725.2,0.008888889,0.031111111,24.83718656,0.0,June,Windows,Chrome,Western,Social networks,Returning_Visitor,False,True
6809,10,214.7833333,3,30.2,52,1968.942963,0.004166667,0.023015892,17.75267237,0.0,June,Linux,Samsung,Eastern,Organic,Returning_Visitor,True,True
6812,0,0.0,1,2.0,33,2601.231408,0.005882353,0.011764706,177.7714536,0.0,Nov,Windows,Chrome,Southern,Others,Returning_Visitor,False,True
6816,1,156.2,0,0.0,3,50.4,0.0,0.0,92.97624144,0.0,Oct,Windows,Chrome,Southern,Organic,Returning_Visitor,True,True
6823,1,12.0,0,0.0,29,919.8995238,0.0,0.017091837,7.36509031,0.0,Aug,Windows,Opera,Western,Organic,Returning_Visitor,False,True
6840,0,0.0,1,7.0,10,672.5142857,0.0,0.018181818,60.71287168,0.0,Sep,Mac OS,Safari,Southern,Organic,Returning_Visitor,False,True
6852,11,1305.114737,4,629.5142857,27,1161.479023,0.009803922,0.022538246,12.76490187,0.0,Oct,Mac OS,Chrome,Eastern,Others,Returning_Visitor,False,True
6863,5,147.4,0,0.0,12,1226.1,0.022222222,0.037301587,5.034409251,0.0,Sep,Linux,Chrome,Northern,Direct,Returning_Visitor,False,True
6872,2,19.1,0,0.0,8,137.7,0.0,0.01,0.0,0.0,Aug,Linux,Chrome,Central,Organic,New_Visitor,False,True
6877,8,293.0,0,0.0,12,399.0666667,0.003030303,0.010606061,37.86167396,0.0,Nov,Ubuntu,Safari,Eastern,Referral,Returning_Visitor,False,True
